date_day,Open,High,Low,Close,Adj Close,Volume,avg_sentiment,sentiment_std,tweet_volume,pct_positive,pct_negative,pct_neutral,daily_return,price_range,volume_change,target_return,target_direction,target_price,close_lag1,return_lag1,sentiment_lag1,volume_lag1,close_lag2,return_lag2,sentiment_lag2,volume_lag2,close_lag3,return_lag3,sentiment_lag3,volume_lag3,close_ma3,return_ma3,sent_ma3,vol_ma3,close_ma7,return_ma7,sent_ma7,vol_ma7,close_ma14,return_ma14,sent_ma14,vol_ma14,volatility_7d,volatility_14d,sentiment_change,tweet_volume_change,coin
2021-02-19,51675.980469,56113.652344,50937.277344,55888.132813,55888.132813,63495496918.0,0.1762021123260437,0.3644649703114858,4024.0,0.4480616302186879,0.1292246520874751,0.422713717693837,0.08143096901442681,0.09262028877078421,0.21978357682827943,0.0037823184880285687,1,56099.519531,51679.796875,-0.008997504606080509,0.1777624677336086,1937.0,52149.007813,0.059941960282079876,0.1604999278499278,2772.0,49199.871094,0.02617188375189583,0.1604999278499278,2772.0,53238.979167000005,0.04412514156347539,0.1714881693031934,2911.0,50383.52455385715,0.02407229564667016,0.170694473284584,2662.5714285714284,47418.86160735714,0.029059213801872725,0.1741859870022147,2968.1428571428573,0.037475133297192396,0.05712860182633516,-0.001560355407564884,1.0774393391843056,BTC
2021-02-20,55887.335938,57505.226563,54626.558594,56099.519531,56099.519531,68145460026.0,0.1762021123260437,0.3644649703114858,4024.0,0.4480616302186879,0.1292246520874751,0.422713717693837,0.0037823184880285687,0.051313594003408056,0.07323295877194425,0.02567625879940083,1,57539.945313,55888.132813,0.08143096901442681,0.1762021123260437,4024.0,51679.796875,-0.008997504606080509,0.1777624677336086,1937.0,52149.007813,0.059941960282079876,0.1604999278499278,2772.0,54555.81640633333,0.025405260965458292,0.176722230795232,3328.3333333333335,51668.38225471428,0.02581351454262683,0.17049501427989713,2998.5714285714284,48621.2550225,0.02722889168826202,0.17467069746532313,3067.785714285714,0.03596739354246241,0.05752571491929163,0.0,0.0,BTC
2021-02-21,56068.566406,58330.570313,55672.609375,57539.945313,57539.945313,51897585191.0,0.1762021123260437,0.3644649703114858,4024.0,0.4480616302186879,0.1292246520874751,0.422713717693837,0.02567625879940083,0.04619331706941132,-0.23842930737866963,-0.05791845963480713,0,54207.320313,56099.519531,0.0037823184880285687,0.1762021123260437,4024.0,55888.132813,0.08143096901442681,0.1762021123260437,4024.0,51679.796875,-0.008997504606080509,0.1777624677336086,1937.0,56509.199218999995,0.03696318210061874,0.1762021123260437,4024.0,52928.761718999995,0.0245935178043141,0.16969551260878904,3189.285714285714,49952.433872999994,0.0297224597020428,0.17474538208926568,3196.0,0.03577921826268534,0.05657231085323298,0.0,0.0,BTC
2021-02-22,57532.738281,57533.390625,48967.566406,54207.320313,54207.320313,92052420332.0,0.1161139644175898,0.3875580517616062,2979.0,0.4014770057066129,0.2027526015441423,0.3957703927492447,-0.05791845963480713,0.15801969493307985,0.7737322457917288,-0.09930198543145974,0,48824.425781,57539.945313,0.02567625879940083,0.1762021123260437,4024.0,56099.519531,0.0037823184880285687,0.1762021123260437,4024.0,55888.132813,0.08143096901442681,0.1762021123260437,4024.0,55948.928385666666,-0.00948662744912591,0.1561727296898924,3675.6666666666665,53823.370535999995,0.018583918013563468,0.1633546606898836,3218.8571428571427,50524.63783507143,0.012195088465316821,0.16947538922442015,3061.8571428571427,0.04582676439547402,0.03932402348998213,-0.06008814790845392,-0.2596918489065606,BTC
2021-02-23,54204.929688,54204.929688,45290.589844,48824.425781,48824.425781,106102492824.0,0.1161139644175898,0.3875580517616062,2979.0,0.4014770057066129,0.2027526015441423,0.3957703927492447,-0.09930198543145974,0.18257951222990124,0.1526312120998714,0.018042326886777316,1,49705.332031,54207.320313,-0.05791845963480713,0.1161139644175898,2979.0,57539.945313,0.02567625879940083,0.1762021123260437,4024.0,56099.519531,0.0037823184880285687,0.1762021123260437,4024.0,53523.897135666666,-0.04384806208895534,0.1361433470537411,3327.3333333333335,53769.735491285704,0.0006590795587983875,0.15701380877097817,3248.4285714285716,50692.01785735715,0.004661980651646699,0.16518634913823524,3002.8571428571427,0.06349667206679281,0.04938362411925783,0.0,0.0,BTC
2021-02-24,48835.085938,51290.136719,47213.5,49705.332031,49705.332031,63695521388.0,0.1161139644175898,0.3875580517616062,2979.0,0.4014770057066129,0.2027526015441423,0.3957703927492447,0.018042326886777316,0.08201608464173428,-0.3996793129671662,-0.05253924199462712,0,47093.851563,48824.425781,-0.09930198543145974,0.1161139644175898,2979.0,54207.320313,-0.05791845963480713,0.1161139644175898,2979.0,57539.945313,0.02567625879940083,0.1762021123260437,4024.0,50912.359375,-0.04639270605982985,0.1161139644175898,2979.0,53420.63895099999,-0.005326582354816264,0.15067295685207274,3278.0,51033.957031428574,0.008352495861611433,0.16078697941911216,2991.9285714285716,0.05877624872110778,0.048219148106169694,0.0,0.0,BTC
2021-02-25,49709.082031,51948.96875,47093.851563,47093.851563,47093.851563,54506565949.0,0.1161139644175898,0.3875580517616062,2979.0,0.4014770057066129,0.2027526015441423,0.3957703927492447,-0.05253924199462712,0.10309450227287208,-0.14426376044597644,-0.016012490356436593,0,46339.761719,49705.332031,0.018042326886777316,0.1161139644175898,2979.0,48824.425781,-0.09930198543145974,0.1161139644175898,2979.0,54207.320313,-0.05791845963480713,0.1161139644175898,2979.0,48541.203125,-0.04459963351310318,0.1161139644175898,2979.0,52765.50390642857,-0.011546830553180065,0.1418660278069272,3426.8571428571427,50975.70842657143,-0.00015680979886156798,0.15638760969998908,2981.0,0.06147167861286232,0.047659433846542046,0.0,0.0,BTC
2021-02-26,47180.464844,48370.785156,44454.84375,46339.761719,46339.761719,350967941479.0,0.134911811023622,0.3921820571941576,1397.0,0.4209019327129563,0.1875447387258411,0.3915533285612025,-0.016012490356436593,0.08450499658901792,5.439002996581901,-0.0032652000870768694,0,46188.453125,47093.851563,-0.05253924199462712,0.1161139644175898,2979.0,49705.332031,0.018042326886777316,0.1161139644175898,2979.0,48824.425781,-0.09930198543145974,0.1161139644175898,2979.0,47712.981771,-0.016836468488095464,0.1223799132862672,2451.6666666666665,51401.450892999994,-0.025467324749017695,0.13596741333515266,3051.5714285714284,50892.487723428574,-0.0006975145511737676,0.15333094330986835,2857.0714285714284,0.045991327848026786,0.04780339228268791,0.018797846606032217,-0.531050688150386,BTC
2021-02-27,46344.773438,48253.269531,45269.027344,46188.453125,46188.453125,45910946382.0,0.134911811023622,0.3921820571941576,1397.0,0.4209019327129563,0.1875447387258411,0.3915533285612025,-0.0032652000870768694,0.06461013489505113,-0.8691876352337808,-0.022747754534158893,0,45137.769531,46339.761719,-0.016012490356436593,0.134911811023622,1397.0,47093.851563,-0.05253924199462712,0.1161139644175898,2979.0,49705.332031,0.018042326886777316,0.1161139644175898,2979.0,46540.68880233334,-0.023938977479380192,0.12864586215494458,1924.3333333333333,49985.58426357142,-0.0264741131168899,0.13006879886337813,2676.285714285714,50826.98325914286,-0.000330299287131535,0.15028190657163765,2837.4285714285716,0.04531649952212807,0.047759346394973014,0.0,0.0,BTC
2021-02-28,46194.015625,46716.429688,43241.617188,45137.769531,45137.769531,53443887451.0,0.134911811023622,0.3921820571941576,1397.0,0.4209019327129563,0.1875447387258411,0.3915533285612025,-0.022747754534158893,0.07698237055363462,0.1640772334842,0.09955017059303173,1,49631.242188,46188.453125,-0.0032652000870768694,0.134911811023622,1397.0,46339.761719,-0.016012490356436593,0.134911811023622,1397.0,47093.851563,-0.05253924199462712,0.1161139644175898,2979.0,45888.661458333336,-0.014008481659224118,0.134911811023622,1397.0,48213.844866142856,-0.03339182930739843,0.12417018439160359,2301.0,50571.303292571436,-0.004399155751542165,0.14693284850019633,2745.1428571428573,0.039329275885076766,0.0470104064466503,0.0,0.0,BTC
