date_day,avg_sentiment,sentiment_std,tweet_volume,pct_positive,pct_negative,pct_neutral
2021-10-19,0.2901898777598787,0.4340179499586185,52765,0.5577371363593291,0.124476452193689,0.3177864114469819
2021-10-20,0.3414619861105953,0.42376393553291486,26927,0.6125450291528949,0.10086530248449511,0.28658966836261
2021-10-21,0.2708740469431981,0.4415340742939979,32763,0.5583432530598541,0.14391234013979184,0.2977444068003541
2021-10-22,0.2862386173268641,0.4389891467311159,41427,0.5542520578366765,0.13213604653969632,0.3136118956236271
2021-10-23,0.30505207185072053,0.4353226613736649,30118,0.5705558137990571,0.12361378577594793,0.30583040042499504
2021-10-27,0.24245881736701197,0.4348903534406067,17182,0.5922477010825282,0.1509137469444768,0.256838551972995
2021-10-28,0.24878998782396938,0.4310220245998771,28745,0.5503217950947991,0.15327883110106105,0.29639937380413983
2021-10-29,0.2818568793911007,0.430119086991358,27328,0.5558035714285714,0.1287324355971897,0.3154639929742389
2021-11-04,0.2746115598679998,0.43213567594704533,20303,0.5583411318524356,0.1374673693542826,0.3041914987932818
2021-11-05,0.277248919074728,0.43489686773116154,27754,0.5553433739280824,0.13543993658571737,0.3092166894862002
2021-11-06,0.2983622394658486,0.430234930594365,33249,0.5782429546753286,0.12192847905200156,0.29982856627266985
2021-11-11,0.24202601512359406,0.431096668725899,15737,0.53472707631696,0.15002859503081908,0.3152443286522209
2021-11-12,0.25922350534428623,0.446125866976099,31529,0.5489232135494306,0.1541755209489676,0.2969012655016017
2021-11-18,0.20785150624788923,0.4337871119372046,29610,0.5138129010469435,0.17277946639648767,0.3134076325565687
2021-11-19,0.23398899499668732,0.4445053852140861,43771,0.5266043727582189,0.16611455072993533,0.3072810765118457
2021-11-24,0.24552373820270826,0.42818655953780915,4874,0.5283135002051703,0.14443988510463684,0.32724661469019284
2021-11-25,0.3287886934321886,0.4452688850568955,28594,0.6031684968874589,0.124116947611387,0.2727145555011541
2021-11-26,0.2359941043432436,0.45622466670478273,45542,0.5266786702384612,0.1733564621667911,0.2999648675947477
2021-12-11,0.2196926257205327,0.44621252049956944,5031,0.509441462929835,0.16895249453388989,0.3216060425362751
2021-12-17,0.21882612983770286,0.45004772137957616,16020,0.5023720349563047,0.2026841448189763,0.2949438202247191
2021-12-29,0.2199001279590531,0.44009907246071717,3126,0.4945617402431222,0.15515035188739604,0.3502879078694818
2021-12-30,0.22994050899148177,0.4410338289245736,19018,0.5143022399831738,0.1627931433378904,0.3229046166789357
2022-01-11,0.23630661063153113,0.46965636616142864,8804,0.5352112676056338,0.18866424352567016,0.27612448886869606
2022-01-12,0.2621803765762653,0.44529033015625086,28945,0.5640352392468475,0.15515633097253412,0.28080842978061843
2022-01-13,0.2451799117546531,0.45085786188276195,32183,0.5495137184227697,0.1676661591523475,0.2828201224248827
2022-01-14,0.26872748978665456,0.436176658322138,22030,0.5645483431684067,0.13545165683159327,0.3
2022-01-19,0.243335885341074,0.4246033362585202,2756,0.545355587808418,0.1386066763425254,0.3160377358490566
2022-01-20,0.2346377106536824,0.43793226981474853,17149,0.5328007463992069,0.15837658172488192,0.3088226718759111
2022-01-21,0.14377067515178116,0.4545710366777071,27342,0.45570916538658474,0.24540999195377075,0.2988808426596445
2022-01-22,0.17681997824381196,0.46763591703815643,56076,0.49188601184107283,0.22508738141094228,0.28302660674798485
2022-02-09,0.25870426777801225,0.45128396478118116,18956,0.5647288457480482,0.1470774424984174,0.2881937117535345
2022-02-14,0.21758377099597823,0.438815038958511,4227,0.5136030281523539,0.16441920984149516,0.3219777620061509
2022-02-15,0.2722282411098708,0.43499785978840666,6271,0.5594004146069207,0.13235528623823953,0.30824429915483975
2022-02-16,0.2459770612244898,0.42881111233930974,2450,0.5155102040816326,0.13714285714285715,0.3473469387755102
2022-02-17,0.21276674494356487,0.45049888369358837,13201,0.49185667752442996,0.1721839254601924,0.33595939701537764
2022-02-18,0.22154727272727273,0.45529431575923307,13750,0.5044363636363637,0.1789818181818182,0.3165818181818182
2022-03-02,0.25435895627644567,0.4476387696049058,6381,0.5563391317975239,0.15311079768061434,0.29055007052186177
2022-03-06,0.2570029437532854,0.44447140207315206,5707,0.5398633257403189,0.13930261082880674,0.32083406343087434
2022-03-07,0.2322614763421292,0.44152396552441525,17584,0.503696542311192,0.14729299363057324,0.34901046405823477
2022-03-08,0.20216217712177123,0.4385663192481775,3252,0.48523985239852396,0.16728167281672818,0.34747847478474786
2022-03-09,0.2528316988561785,0.42482258287771085,10666,0.527282955184699,0.12732045752859553,0.3453965872867054
2022-03-10,0.2435816844919786,0.43250935599161716,23936,0.5261112967914439,0.1423379010695187,0.3315508021390374
2022-03-14,0.2131509604519774,0.4478801205871113,2655,0.5227871939736346,0.1751412429378531,0.30207156308851224
2022-03-15,0.2550776627348187,0.43830186042236635,22890,0.5424639580602884,0.14303189165574487,0.3145041502839668
2022-03-16,0.26635644774032763,0.4351984923236689,32903,0.5566361729933441,0.1367352521046713,0.30662857490198464
2022-03-17,0.25387343474050017,0.446439379357007,17553,0.5485671964906284,0.150572551700564,0.3008602518088076
2022-03-18,0.24987448284977862,0.4495049830208744,15131,0.5354570087899015,0.15319542660762672,0.31134756460247176
2022-03-19,0.3398860683012259,0.450299768713692,11420,0.6120840630472855,0.11357267950963222,0.2743432574430823
2022-03-20,0.30237221042698753,0.447070739457293,12717,0.5774160572462058,0.12864669340253204,0.2939372493512621
2022-03-21,0.25420862527180477,0.44157813991614486,20695,0.5363614399613433,0.1673351050978497,0.29630345494080695
2022-03-22,0.10200909090909092,0.4159017094411657,66,0.4090909090909091,0.30303030303030304,0.2878787878787879
2022-03-23,0.23200733598717882,0.43051454663757954,19343,0.5305278395285116,0.1865274259422013,0.2829447345292871
2022-03-24,0.23267494246747897,0.43445395945335835,41281,0.5249630580654538,0.1725006661660328,0.3025362757685134
2022-04-13,0.22634494339622643,0.4249498932538412,13250,0.5289811320754717,0.18158490566037735,0.28943396226415097
2022-04-14,0.2254088623386594,0.43355785127562924,20841,0.5450794107768341,0.19432848711674103,0.26059210210642486
2022-04-15,0.23192549812489807,0.44609849048170075,30665,0.5380727213435513,0.18949942931681069,0.27242784933963804
2022-04-16,0.2668640764139591,0.4492320622679746,33240,0.5598375451263538,0.1657942238267148,0.2743682310469314
2022-04-17,0.2191004628247238,0.45471689066910864,6698,0.524484920871902,0.18259181845326963,0.2929232606748283
2022-04-18,0.23622244273301737,0.44731501365532383,40512,0.5320892575039494,0.1627172195892575,0.305193522906793
2022-04-19,0.2804184505656665,0.436123839763415,40660,0.5775946876537137,0.14013772749631087,0.2822675848499754
2022-04-20,0.20863944026630502,0.45179968412584015,8111,0.513376895573912,0.2042904697324621,0.28233263469362596
2022-04-21,0.2218956105280693,0.43784058775018614,24012,0.5161169415292354,0.17607862735299018,0.30780443111777445
2022-04-22,0.23230407774135278,0.4491664117084545,29894,0.5276978657924667,0.18729510938649896,0.2850070248210343
2022-04-27,0.22850006180469715,0.42074343225829874,1618,0.534610630407911,0.14215080346106304,0.323238566131026
2022-04-28,0.24982517100617832,0.40899746374013524,18128,0.5458406884377758,0.12461385701676964,0.32954545454545453
2022-04-29,0.23455145396750648,0.4289324014285208,16988,0.5299623263480103,0.14510242524134684,0.3249352484106428
2022-04-30,0.24424354722939995,0.4574874122881436,27864,0.5475165087568188,0.16688199827734712,0.28560149296583404
2022-05-01,0.2437646351714862,0.455758943447468,35688,0.5433479040573862,0.16697489352163192,0.2896772024209818
2022-05-02,0.25027389835136704,0.444004986099543,29297,0.5441854114755778,0.15151722019319383,0.30429736833122845
2022-05-10,0.18945173099520926,0.45064544806642187,11063,0.5095362921449877,0.1966012835578053,0.2938624242972069
2022-05-11,0.12526488818667963,0.4507002662808955,16456,0.4487724842002917,0.23851482741857075,0.3127126883811376
2022-05-12,0.13752020176480997,0.4440099382897823,39551,0.45447649869788376,0.22254810245000126,0.322975398852115
2022-05-13,0.1829730640377856,0.4523603207060042,36416,0.49590839191564146,0.19678163444639718,0.3073099736379613
2022-05-22,0.23676251736425682,0.433588554612138,16557,0.5395905055263635,0.15522135652594068,0.30518813794769584
2022-05-23,0.18197267159989794,0.43399976398158546,3919,0.48941056391936716,0.18321000255167136,0.3273794335289615
2022-05-24,0.19442802596901718,0.44305536962280234,15557,0.5070386321270168,0.18024040624799126,0.31272096162499197
2022-05-25,0.2002624254473161,0.44100628064426817,11066,0.5075908187240196,0.16654617748057113,0.3258630037954094
2022-05-26,0.1771235464429213,0.43649908437255974,16924,0.48316000945402976,0.18447175608603167,0.33236823445993857
2022-05-27,0.1839098315807472,0.43089503287872205,11697,0.4902111652560486,0.19056168248268787,0.3192271522612636
2022-05-28,0.1942414459024511,0.44403865493698386,4039,0.49740034662045063,0.18692745729140878,0.3156721960881406
2022-05-29,0.20214269544431945,0.43837857748316766,14224,0.5071006749156356,0.18025871766029247,0.312640607424072
2022-05-30,0.22585446766819073,0.4092539368651167,15310,0.5109732201175702,0.13154800783801437,0.3574787720444154
2022-05-31,0.2310690829694323,0.41071438905560287,14885,0.526301645952301,0.13409472623446422,0.3396036278132348
2022-06-01,0.1909207872669978,0.4230475314860779,18723,0.48427068311702187,0.16461037226940128,0.3511189446135769
2022-06-02,0.18637940596229724,0.43283555581763394,9124,0.49528715475668567,0.1842393686979395,0.32047347654537484
2022-06-03,0.201519869452769,0.4391764478741103,24359,0.509339463853196,0.17935875856972783,0.3113017775770762
2022-06-04,0.2113356561922366,0.42686182030177,5410,0.5097966728280962,0.1709796672828096,0.3192236598890943
2022-06-14,0.12970953166907365,0.4298607319365175,14541,0.4170964857987759,0.20665703871810742,0.3762464754831167
2022-06-15,0.14145547495075958,0.4326812202993205,51279,0.43945864778954347,0.20807738060414593,0.3524639716063106
2022-06-17,0.14157843823628408,0.41994961192512625,14855,0.42497475597441936,0.18613261528105016,0.38889262874453046
2022-06-18,0.10397338438416946,0.42527042413595595,27946,0.3903241966649968,0.21910112359550563,0.3905746797394976
2022-06-19,0.12954165708592014,0.4335627167337072,13047,0.42906415267877673,0.21384226258910094,0.3570935847321223
2022-06-23,0.17113963897666767,0.42662733855065293,23101,0.47404874247868056,0.17869356304921866,0.34725769447210075
2022-06-24,0.16585083811710677,0.4236357082165863,4355,0.46567164179104475,0.18461538461538463,0.3497129735935706
2022-06-25,0.17597755936545473,0.4316154773112679,20298,0.48832397280520246,0.19095477386934673,0.32072125332545076
2022-06-26,0.18364501240321732,0.43328431568616327,26606,0.49323460873487185,0.18841614673381943,0.31834924453130875
2022-06-28,0.1534391214824983,0.41583009742837207,7285,0.4488675360329444,0.1807824296499657,0.3703500343170899
2022-06-29,0.16707794694197595,0.42240002078657335,30608,0.4713800313643492,0.19047307893361212,0.33814688970203866
2022-07-02,0.1743278747742324,0.4234951515325856,6644,0.4819385912101144,0.1827212522576761,0.3353401565322095
2022-07-03,0.18802555377747832,0.42527414883820785,11873,0.4943148319717005,0.1803251073865072,0.3253600606417923
2022-07-11,0.17927913372292886,0.38222502229042904,5818,0.4549673427294603,0.13372292884152628,0.4113097284290134
2022-07-12,0.17786556640625,0.38461867066682354,15360,0.47174479166666666,0.13990885416666668,0.3883463541666667
2022-07-13,0.14520815533980583,0.40776647567195984,27295,0.4342187213775417,0.18769005312328266,0.3780912254991757
2022-07-14,0.18245852747402022,0.41736971831759767,29446,0.4844800652041024,0.16939482442437004,0.34612511037152754
2022-07-15,0.18721172474571293,0.41414964091852,27233,0.49748466933499796,0.1638820548599126,0.3386332758050894
2022-07-16,0.18740455966543507,0.41664766882899246,24629,0.4889358073815421,0.16123269316659222,0.3498314994518657
2022-07-17,0.1711904104893307,0.4115596242973937,11669,0.4584797326249036,0.16076784643071385,0.38075242094438255
2022-08-30,0.1528229369339148,0.3935301885809544,11924,0.4472492452197249,0.16311640389131163,0.3896343508889634
2022-08-31,0.15180745174896682,0.3846267623219663,23471,0.45208981296067485,0.1577265561757062,0.39018363086361896
2022-09-01,0.1544162490378859,0.38621482718821193,23386,0.45257846574873856,0.15936885316001026,0.3880526810912512
2022-09-02,0.15661283088235292,0.38818189188252794,24480,0.4553921568627451,0.15571895424836601,0.3888888888888889
2022-09-03,0.17147540891597177,0.3864298649663112,12472,0.4719371391917896,0.14360166773572802,0.3844611930724824
2022-09-04,0.1636400816906411,0.3641457905984627,5631,0.44024152015627777,0.12448943349316285,0.4352690463505594
2022-09-11,0.16156162707838478,0.38189465085423197,8420,0.4551068883610451,0.13657957244655583,0.40831353919239904
2022-09-12,0.1769082158745998,0.3841241134294271,24051,0.4655107895721592,0.1352542513824789,0.39923495904536194
2022-09-13,0.14405977452171273,0.38209461117757426,26344,0.4339508047373216,0.1573413300941391,0.40870786516853935
2022-09-14,0.15719822300908168,0.3879431430744486,30501,0.44710009507884985,0.15130651454050686,0.40159339038064323
2022-10-09,0.1618361632331715,0.38259588192409627,7621,0.4643747539692954,0.14158246949219264,0.394042776538512
2022-10-10,0.15479391338275458,0.3762756773796615,20504,0.4457666796722591,0.14172844323058914,0.4125048770971518
2022-10-11,0.160972659739527,0.38112807452343306,21269,0.46264516432366354,0.14382434529126897,0.3935304903850675
2022-10-12,0.16717768924302787,0.3866286650501725,23594,0.4658387725692973,0.14266338899720268,0.39149783843350006
2022-10-13,0.16540780949942388,0.39685709024202015,15622,0.4537831263602612,0.1557419024452695,0.39047497119446933
2022-10-14,0.16924849804882475,0.3959141493667316,11019,0.48044287140393865,0.15346220165169253,0.3660949269443688
2022-10-15,0.15998943222211548,0.3839869476487449,20818,0.4566240753194351,0.14093572869632048,0.4024401959842444
2022-11-07,0.170052268002268,0.4248176673497059,10582,0.4649404649404649,0.18162918162918162,0.35343035343035345
2022-11-08,0.06895931040627228,0.40670234185250415,11224,0.341143977191732,0.2388631503920171,0.4199928724162509
2022-11-09,0.07154612755716004,0.4157462758991806,20775,0.35200962695547533,0.2470276774969916,0.4009626955475331
2022-11-10,0.12550520765282314,0.4352233525376614,10715,0.4130657956136258,0.21801213252449836,0.36892207186187587
2022-11-11,0.10066213328275164,0.43471355725865285,15816,0.3997850278199292,0.23830298431967628,0.3619119878603945
2022-11-13,0.09096889302325582,0.42262979247616617,5375,0.3854883720930233,0.23609302325581397,0.3784186046511628
2022-11-14,0.11589683863282325,0.42642026161977903,10913,0.4090534225235957,0.21955465958031706,0.3713919178960872
2022-11-15,0.11326091364205257,0.42796146248448086,23970,0.3980392156862745,0.2191072173550271,0.3828535669586984
2022-11-16,0.1145820665657119,0.4005983989273649,31037,0.40032864001031027,0.20775203789026,0.3919193220994297
2022-11-20,0.08386693116445149,0.39650055357790387,5041,0.36937115651656416,0.22356675262844675,0.40706209085498907
2022-11-21,0.10838147934401002,0.4158022536956957,20793,0.3936901841966046,0.22098783244361084,0.38532198335978457
2022-12-24,0.19853669671973911,0.4432359146569817,5213,0.4534816804143487,0.17935929407251103,0.3671590255131402
2022-12-25,0.1827692599767532,0.4045357303013798,12905,0.46276636962417667,0.16791941108097636,0.369314219294847
2022-12-26,0.16496516393442623,0.39071700432638995,488,0.430327868852459,0.16598360655737704,0.4036885245901639
2022-12-27,0.1592208830022075,0.4009344267788533,15855,0.4358877325764743,0.1718700725323242,0.3922421948912015
2023-01-06,0.16272538904899136,0.38935067459822964,3470,0.4282420749279539,0.1749279538904899,0.3968299711815562
2023-01-07,0.1594553780964798,0.40657182737600256,18408,0.43758148631029986,0.17888961321164712,0.38352890047805305
2023-01-08,0.16504873038516407,0.3882396744639426,3505,0.4288159771754636,0.15634807417974322,0.4148359486447932
2023-01-09,0.17777287697647512,0.4001019202539027,25930,0.44743540300809875,0.1548785190898573,0.39768607790204397
